Upc,"Product Id","Ebay Price","Product Name","Ebay Product Link",Store,"Store Price","Store Product Link"
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,9SIA00Y19B1505,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,9SIA00Y19B1505,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
074182295387,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
074182295387,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
074182295387,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
074182295387,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
074182295387,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
074182295387,40549377,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,tigerdirect,2.99,http://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=5359177&amp;CatId=6328
